token,subject,word,group,language,cons,stress,vot,cog,sd,skew,kurt
BIL_ambarLuna_tambourine_english_1184,ambarLun,tambourine,bilingual,English,t,unstressed,93.76,NA,NA,NA,NA
BIL_ambarLuna_tambourine_english_1200,ambarLun,tambourine,bilingual,English,t,unstressed,107.28,NA,NA,NA,NA
BIL_ambarLuna_tampoco_spanish_1044,ambarLun,tampoco,bilingual,Spanish,t,unstressed,12.84,2043.930,1997.340,1.949,4.670
BIL_ambarLuna_tampoco_spanish_1176,ambarLun,tampoco,bilingual,Spanish,t,unstressed,14.77,2522.491,2245.215,1.705,3.123
BIL_ambarLuna_tampoco_spanish_1222,ambarLun,tampoco,bilingual,Spanish,t,unstressed,11.27,2010.700,1703.235,2.940,11.681
BIL_ambarLuna_tanker_english_1098,ambarLun,tanker,bilingual,English,t,stressed,90.41,NA,NA,NA,NA
BIL_ambarLuna_tanker_english_1142,ambarLun,tanker,bilingual,English,t,stressed,85.90,NA,NA,NA,NA
BIL_ambarLuna_tanker_english_1188,ambarLun,tanker,bilingual,English,t,stressed,77.04,NA,NA,NA,NA
BIL_ambarLuna_tanque_spanish_1040,ambarLun,tanque,bilingual,Spanish,t,stressed,13.19,1428.282,1751.814,2.175,6.002
BIL_ambarLuna_tanque_spanish_1206,ambarLun,tanque,bilingual,Spanish,t,stressed,13.79,1738.930,1949.525,2.261,6.002
BIL_ambarLuna_tanto_spanish_1154,ambarLun,tanto,bilingual,Spanish,t,stressed,12.96,1712.094,1507.761,2.121,8.324
BIL_ambarLuna_tanto_spanish_1212,ambarLun,tanto,bilingual,Spanish,t,stressed,15.27,1872.027,1783.789,2.272,7.831
BIL_ambarLuna_tanto_spanish_1220,ambarLun,tanto,bilingual,Spanish,t,stressed,18.30,1245.633,1192.727,2.422,15.587
BIL_ambarLuna_tantrum_english_1170,ambarLun,tantrum,bilingual,English,t,stressed,84.49,NA,NA,NA,NA
BIL_ambarLuna_tantrum_english_1202,ambarLun,tantrum,bilingual,English,t,stressed,67.64,NA,NA,NA,NA
BIL_ambarLuna_tantrum_english_1244,ambarLun,tantrum,bilingual,English,t,stressed,71.28,NA,NA,NA,NA
BIL_ambarLuna_tapioca_english_1072,ambarLun,tapioca,bilingual,English,t,unstressed,54.82,NA,NA,NA,NA
BIL_ambarLuna_tapioca_english_1074,ambarLun,tapioca,bilingual,English,t,unstressed,59.57,NA,NA,NA,NA
BIL_ambarLuna_tapioca_english_1128,ambarLun,tapioca,bilingual,English,t,unstressed,58.35,NA,NA,NA,NA
BIL_ambarLuna_tattoo_english_1090,ambarLun,tattoo,bilingual,English,t,unstressed,74.54,NA,NA,NA,NA
BIL_ambarLuna_tattoo_english_1108,ambarLun,tattoo,bilingual,English,t,unstressed,81.69,NA,NA,NA,NA
BIL_ambarLuna_tattoo_english_1216,ambarLun,tattoo,bilingual,English,t,unstressed,70.18,NA,NA,NA,NA
BIL_ambarLuna_tattooing_english_1016,ambarLun,tattooing,bilingual,English,t,unstressed,74.29,NA,NA,NA,NA
BIL_ambarLuna_tattooing_english_1020,ambarLun,tattooing,bilingual,English,t,unstressed,77.31,NA,NA,NA,NA
BIL_ambarLuna_tattooing_english_1148,ambarLun,tattooing,bilingual,English,t,unstressed,66.31,NA,NA,NA,NA
BIL_ambarLuna_taza_spanish_1088,ambarLun,taza,bilingual,Spanish,t,stressed,32.91,751.196,1316.405,6.357,72.523
BIL_ambarLuna_taza_spanish_1272,ambarLun,taza,bilingual,Spanish,t,stressed,14.99,1717.385,1563.522,2.471,10.160
BIL_ambarLuna_taza_spanish_1284,ambarLun,taza,bilingual,Spanish,t,stressed,14.45,1988.058,1348.066,2.457,10.866
BIL_barbaraPadilla_daba_spanish_1131,barbaraP,daba,bilingual,Spanish,d,stressed,-88.27,NA,NA,NA,NA
BIL_barbaraPadilla_daba_spanish_1243,barbaraP,daba,bilingual,Spanish,d,stressed,-62.15,NA,NA,NA,NA
BIL_barbaraPadilla_daba_spanish_1255,barbaraP,daba,bilingual,Spanish,d,stressed,-44.01,NA,NA,NA,NA
BIL_barbaraPadilla_daga_spanish_1066,barbaraP,daga,bilingual,Spanish,d,stressed,-108.97,NA,NA,NA,NA
BIL_barbaraPadilla_daga_spanish_1113,barbaraP,daga,bilingual,Spanish,d,stressed,-47.03,NA,NA,NA,NA
BIL_barbaraPadilla_daga_spanish_1123,barbaraP,daga,bilingual,Spanish,d,stressed,15.37,NA,NA,NA,NA
BIL_barbaraPadilla_dagger_english_1012,barbaraP,dagger,bilingual,English,d,stressed,17.53,1146.169,1731.904,2.117,5.281
BIL_barbaraPadilla_dagger_english_1111,barbaraP,dagger,bilingual,English,d,stressed,17.05,988.164,1733.883,2.763,10.393
BIL_barbaraPadilla_dagger_english_1271,barbaraP,dagger,bilingual,English,d,stressed,17.95,493.903,1196.823,4.076,23.153
BIL_barbaraPadilla_dakota_english_1092,barbaraP,dakota,bilingual,English,d,unstressed,26.24,1456.982,2433.436,1.759,2.490
BIL_barbaraPadilla_dakota_english_1153,barbaraP,dakota,bilingual,English,d,unstressed,22.01,723.773,1454.051,3.045,14.192
BIL_barbaraPadilla_dakota_english_1207,barbaraP,dakota,bilingual,English,d,unstressed,24.97,1467.761,2239.615,1.682,2.862
BIL_barbaraPadilla_daltonian_english_1058,barbaraP,daltonian,bilingual,English,d,unstressed,32.17,379.883,1106.939,5.645,45.533
BIL_barbaraPadilla_daltonian_english_1074,barbaraP,daltonian,bilingual,English,d,unstressed,23.77,837.688,1594.909,3.256,15.408
BIL_barbaraPadilla_daltonian_english_1263,barbaraP,daltonian,bilingual,English,d,unstressed,21.76,1037.650,1897.104,2.781,9.163
BIL_barbaraPadilla_daltonico_spanish_1078,barbaraP,daltonico,bilingual,Spanish,d,unstressed,-48.92,NA,NA,NA,NA
BIL_barbaraPadilla_daltonico_spanish_1147,barbaraP,daltonico,bilingual,Spanish,d,unstressed,-13.32,NA,NA,NA,NA
BIL_barbaraPadilla_daltonico_spanish_1211,barbaraP,daltonico,bilingual,Spanish,d,unstressed,17.38,NA,NA,NA,NA
BIL_barbaraPadilla_dama_spanish_1044,barbaraP,dama,bilingual,Spanish,d,stressed,-76.77,NA,NA,NA,NA
BIL_barbaraPadilla_dama_spanish_1064,barbaraP,dama,bilingual,Spanish,d,stressed,-79.75,NA,NA,NA,NA
BIL_barbaraPadilla_dama_spanish_1177,barbaraP,dama,bilingual,Spanish,d,stressed,-93.13,NA,NA,NA,NA
BIL_barbaraPadilla_damage_english_1117,barbaraP,damage,bilingual,English,d,stressed,46.20,574.609,1575.837,4.243,19.005
BIL_barbaraPadilla_damage_english_1225,barbaraP,damage,bilingual,English,d,stressed,22.85,1620.650,2327.504,1.730,2.835
BIL_barbaraPadilla_damage_english_1241,barbaraP,damage,bilingual,English,d,stressed,23.77,2105.927,1741.066,0.592,2.374
BIL_barbaraPadilla_damnation_english_1159,barbaraP,damnation,bilingual,English,d,unstressed,21.17,476.232,1179.699,4.803,36.379
BIL_barbaraPadilla_damnation_english_1185,barbaraP,damnation,bilingual,English,d,unstressed,22.17,800.259,1685.469,3.070,12.463
BIL_barbaraPadilla_damnation_english_1269,barbaraP,damnation,bilingual,English,d,unstressed,28.36,319.186,1060.849,5.654,45.391
BIL_barbaraPadilla_damper_english_1094,barbaraP,damper,bilingual,English,d,stressed,22.54,461.360,1239.366,4.759,32.142
BIL_barbaraPadilla_damper_english_1137,barbaraP,damper,bilingual,English,d,stressed,20.00,1189.988,1718.583,2.019,6.771
BIL_barbaraPadilla_damper_english_1195,barbaraP,damper,bilingual,English,d,stressed,21.30,998.196,1855.138,2.617,9.070
BIL_barbaraPadilla_danar_spanish_1167,barbaraP,danar,bilingual,Spanish,d,unstressed,-20.05,NA,NA,NA,NA
BIL_barbaraPadilla_danar_spanish_1191,barbaraP,danar,bilingual,Spanish,d,unstressed,-38.26,NA,NA,NA,NA
BIL_barbaraPadilla_danar_spanish_1217,barbaraP,danar,bilingual,Spanish,d,unstressed,-14.66,NA,NA,NA,NA
BIL_barbaraPadilla_dancet_english_1018,barbaraP,dancette,bilingual,English,d,unstressed,19.46,554.924,1198.494,4.005,28.882
BIL_barbaraPadilla_dancette_english_1129,barbaraP,dancette,bilingual,English,d,unstressed,24.83,164.701,659.527,11.381,202.218
BIL_barbaraPadilla_dancette_english_1245,barbaraP,dancette,bilingual,English,d,unstressed,26.65,851.242,1521.130,2.297,8.689
BIL_barbaraPadilla_dancing_english_1008,barbaraP,dancing,bilingual,English,d,stressed,18.42,814.627,1610.664,2.991,11.733
BIL_barbaraPadilla_dancing_english_1029,barbaraP,dancing,bilingual,English,d,stressed,42.90,228.101,747.209,8.763,112.973
BIL_barbaraPadilla_dancing_english_1171,barbaraP,dancing,bilingual,English,d,stressed,15.70,873.769,1810.835,2.849,9.241
BIL_barbaraPadilla_danesa_spanish_1096,barbaraP,danesa,bilingual,Spanish,d,unstressed,-55.39,NA,NA,NA,NA
BIL_barbaraPadilla_danesa_spanish_1193,barbaraP,danesa,bilingual,Spanish,d,unstressed,-42.05,NA,NA,NA,NA
BIL_barbaraPadilla_danesa_spanish_1231,barbaraP,danesa,bilingual,Spanish,d,unstressed,15.63,NA,NA,NA,NA
BIL_barbaraPadilla_danielle_english_1050,barbaraP,danielle,bilingual,English,d,unstressed,21.92,377.051,1172.568,6.103,48.304
BIL_barbaraPadilla_danielle_english_1179,barbaraP,danielle,bilingual,English,d,unstressed,24.66,1217.982,1861.301,1.993,6.069
BIL_barbaraPadilla_danielle_english_1247,barbaraP,danielle,bilingual,English,d,unstressed,25.36,1061.266,1869.498,2.584,8.749
BIL_barbaraPadilla_danino_spanish_1175,barbaraP,danino,bilingual,Spanish,d,unstressed,8.61,NA,NA,NA,NA
BIL_barbaraPadilla_danino_spanish_1203,barbaraP,danino,bilingual,Spanish,d,unstressed,13.35,NA,NA,NA,NA
BIL_barbaraPadilla_danino_spanish_1223,barbaraP,danino,bilingual,Spanish,d,unstressed,-42.10,NA,NA,NA,NA
BIL_barbaraPadilla_dano_spanish_1199,barbaraP,dano,bilingual,Spanish,d,stressed,-104.71,NA,NA,NA,NA
BIL_barbaraPadilla_dano_spanish_1213,barbaraP,dano,bilingual,Spanish,d,stressed,-85.42,NA,NA,NA,NA
BIL_barbaraPadilla_dano_spanish_1279,barbaraP,dano,bilingual,Spanish,d,stressed,-62.17,NA,NA,NA,NA
BIL_barbaraPadilla_danza_spanish_1090,barbaraP,danza,bilingual,Spanish,d,stressed,9.31,NA,NA,NA,NA
BIL_barbaraPadilla_danza_spanish_1133,barbaraP,danza,bilingual,Spanish,d,stressed,-21.53,NA,NA,NA,NA
BIL_barbaraPadilla_danza_spanish_1257,barbaraP,danza,bilingual,Spanish,d,stressed,-38.61,NA,NA,NA,NA
BIL_barbaraPadilla_danzar_spanish_1056,barbaraP,danzar,bilingual,Spanish,d,unstressed,14.11,NA,NA,NA,NA
BIL_barbaraPadilla_danzar_spanish_1119,barbaraP,danzar,bilingual,Spanish,d,unstressed,16.58,NA,NA,NA,NA
BIL_barbaraPadilla_danzar_spanish_1181,barbaraP,danzar,bilingual,Spanish,d,unstressed,-39.97,NA,NA,NA,NA
BIL_barbaraPadilla_dazzle_english_1031,barbaraP,dazzle,bilingual,English,d,stressed,15.77,1427.507,2082.908,2.062,4.787
BIL_barbaraPadilla_dazzle_english_1052,barbaraP,dazzle,bilingual,English,d,stressed,18.78,877.143,1712.943,2.708,8.898
BIL_barbaraPadilla_dazzle_english_1139,barbaraP,dazzle,bilingual,English,d,stressed,35.69,492.611,1105.974,4.888,32.724
BIL_barbaraPadilla_tabaco_spanish_1076,barbaraP,tabaco,bilingual,Spanish,t,unstressed,24.01,239.152,925.992,10.079,133.724
BIL_barbaraPadilla_tabaco_spanish_1205,barbaraP,tabaco,bilingual,Spanish,t,unstressed,24.74,678.661,1462.730,4.446,22.990
BIL_barbaraPadilla_tabaco_spanish_1259,barbaraP,tabaco,bilingual,Spanish,t,unstressed,15.40,671.753,1500.686,3.805,19.252
BIL_barbaraPadilla_taberna_spanish_1022,barbaraP,taberna,bilingual,Spanish,t,unstressed,10.08,550.539,889.322,5.704,53.812
BIL_barbaraPadilla_taberna_spanish_1068,barbaraP,taberna,bilingual,Spanish,t,unstressed,15.95,506.523,950.958,5.392,49.051
BIL_barbaraPadilla_taberna_spanish_1109,barbaraP,taberna,bilingual,Spanish,t,unstressed,38.04,383.922,962.757,6.524,55.721
BIL_barbaraPadilla_tabla_spanish_1002,barbaraP,tabla,bilingual,Spanish,t,stressed,0,NA,NA,NA,NA
BIL_barbaraPadilla_tabla_spanish_1107,barbaraP,tabla,bilingual,Spanish,t,stressed,15.16,857.501,1218.794,4.629,32.805
BIL_barbaraPadilla_tabla_spanish_1215,barbaraP,tabla,bilingual,Spanish,t,stressed,10.32,1012.412,1614.824,3.046,12.397
BIL_barbaraPadilla_tabloid_english_1143,barbaraP,tabloid,bilingual,English,t,stressed,63.04,NA,NA,NA,NA
BIL_barbaraPadilla_tabloid_english_1189,barbaraP,tabloid,bilingual,English,t,stressed,80.44,NA,NA,NA,NA
BIL_barbaraPadilla_tabloid_english_1201,barbaraP,tabloid,bilingual,English,t,stressed,51.05,NA,NA,NA,NA
BIL_barbaraPadilla_taboo_english_1020,barbaraP,taboo,bilingual,English,t,unstressed,81.97,NA,NA,NA,NA
BIL_barbaraPadilla_taboo_english_1219,barbaraP,taboo,bilingual,English,t,unstressed,50.89,NA,NA,NA,NA
BIL_barbaraPadilla_taboo_english_1275,barbaraP,taboo,bilingual,English,t,unstressed,66.02,NA,NA,NA,NA
BIL_barbaraPadilla_tackle_english_1060,barbaraP,tackle,bilingual,English,t,stressed,45.28,NA,NA,NA,NA
BIL_barbaraPadilla_tackle_english_1151,barbaraP,tackle,bilingual,English,t,stressed,51.67,NA,NA,NA,NA
BIL_barbaraPadilla_tackle_english_1251,barbaraP,tackle,bilingual,English,t,stressed,43.70,NA,NA,NA,NA
BIL_barbaraPadilla_tactics_english_1027,barbaraP,tactics,bilingual,English,t,stressed,40.44,NA,NA,NA,NA
BIL_barbaraPadilla_tactics_english_1163,barbaraP,tactics,bilingual,English,t,stressed,56.72,NA,NA,NA,NA
BIL_barbaraPadilla_tactics_english_1227,barbaraP,tactics,bilingual,English,t,stressed,44.75,NA,NA,NA,NA
BIL_barbaraPadilla_tactil_spanish_1070,barbaraP,tactil,bilingual,Spanish,t,stressed,12.08,1490.509,2177.479,1.949,4.026
BIL_barbaraPadilla_tactil_spanish_1127,barbaraP,tactil,bilingual,Spanish,t,stressed,16.89,376.530,1140.135,6.199,49.849
BIL_barbaraPadilla_tactil_spanish_1281,barbaraP,tactil,bilingual,Spanish,t,stressed,19.87,395.093,1048.158,6.495,63.184
BIL_barbaraPadilla_tamano_spanish_1048,barbaraP,tamano,bilingual,Spanish,t,unstressed,16.11,595.488,1498.206,4.250,23.103
BIL_barbaraPadilla_tamano_spanish_1125,barbaraP,tamano,bilingual,Spanish,t,unstressed,16.41,472.621,904.142,7.093,92.932
BIL_barbaraPadilla_tamano_spanish_1273,barbaraP,tamano,bilingual,Spanish,t,unstressed,17.34,383.597,1113.527,7.072,64.705
BIL_barbaraPadilla_tambien_spanish_1237,barbaraP,tambien,bilingual,Spanish,t,unstressed,21.95,751.867,1502.796,4.110,22.909
BIL_barbaraPadilla_tambien_spanish_1239,barbaraP,tambien,bilingual,Spanish,t,unstressed,24.58,336.299,1098.316,9.149,109.312
BIL_barbaraPadilla_tambien_spanish_1261,barbaraP,tambien,bilingual,Spanish,t,unstressed,14.15,398.115,1147.142,6.443,55.609
BIL_barbaraPadilla_tambourine_english_1038,barbaraP,tambourine,bilingual,English,t,unstressed,43.00,NA,NA,NA,NA
BIL_barbaraPadilla_tambourine_english_1084,barbaraP,tambourine,bilingual,English,t,unstressed,60.95,NA,NA,NA,NA
BIL_barbaraPadilla_tamourine_english_1155,barbaraP,tambourine,bilingual,English,t,unstressed,52.49,NA,NA,NA,NA
BIL_barbaraPadilla_tampoco_spanish_1086,barbaraP,tampoco,bilingual,Spanish,t,unstressed,15.87,395.409,1026.038,6.525,66.947
BIL_barbaraPadilla_tampoco_spanish_1169,barbaraP,tampoco,bilingual,Spanish,t,unstressed,38.55,555.256,1199.918,4.650,29.631
BIL_barbaraPadilla_tampoco_spanish_1221,barbaraP,tampoco,bilingual,Spanish,t,unstressed,18.43,724.730,1575.416,4.363,25.801
BIL_barbaraPadilla_tanker_english_1033,barbaraP,tanker,bilingual,English,t,stressed,37.81,NA,NA,NA,NA
BIL_barbaraPadilla_tanker_english_1229,barbaraP,tanker,bilingual,English,t,stressed,49.42,NA,NA,NA,NA
BIL_barbaraPadilla_tanker_english_1283,barbaraP,tanker,bilingual,English,t,stressed,47.83,NA,NA,NA,NA
BIL_barbaraPadilla_tanque_spanish_1006,barbaraP,tanque,bilingual,Spanish,t,stressed,15.48,652.982,1196.138,4.513,34.309
BIL_barbaraPadilla_tanque_spanish_1157,barbaraP,tanque,bilingual,Spanish,t,stressed,10.52,734.794,1342.370,4.151,25.518
BIL_barbaraPadilla_tanque_spanish_1235,barbaraP,tanque,bilingual,Spanish,t,stressed,15.11,1061.494,2049.316,2.951,9.462
BIL_barbaraPadilla_tanto_spanish_1014,barbaraP,tanto,bilingual,Spanish,t,stressed,26.23,588.422,1471.151,4.833,32.896
BIL_barbaraPadilla_tanto_spanish_1183,barbaraP,tanto,bilingual,Spanish,t,stressed,14.83,899.745,1617.901,3.023,12.765
BIL_barbaraPadilla_tanto_spanish_1197,barbaraP,tanto,bilingual,Spanish,t,stressed,12.15,791.238,1696.025,3.289,14.014
BIL_barbaraPadilla_tantrum_english_1004,barbaraP,tantrum,bilingual,English,t,stressed,61.03,NA,NA,NA,NA
BIL_barbaraPadilla_tantrum_english_1054,barbaraP,tantrum,bilingual,English,t,stressed,42.82,NA,NA,NA,NA
BIL_barbaraPadilla_tantrum_english_1233,barbaraP,tantrum,bilingual,English,t,stressed,57.69,NA,NA,NA,NA
BIL_barbaraPadilla_tapioca_english_1072,barbaraP,tapioca,bilingual,English,t,unstressed,51.59,NA,NA,NA,NA
BIL_barbaraPadilla_tapioca_english_1082,barbaraP,tapioca,bilingual,English,t,unstressed,56.48,NA,NA,NA,NA
BIL_barbaraPadilla_tapioca_english_1145,barbaraP,tapioca,bilingual,English,t,unstressed,54.18,NA,NA,NA,NA
BIL_barbaraPadilla_tatooing_english_1042,barbaraP,tattooing,bilingual,English,t,unstressed,35.89,NA,NA,NA,NA
BIL_barbaraPadilla_tattoo_english_1062,barbaraP,tattoo,bilingual,English,t,unstressed,58.99,NA,NA,NA,NA
BIL_barbaraPadilla_tattoo_english_1080,barbaraP,tattoo,bilingual,English,t,unstressed,60.79,NA,NA,NA,NA
BIL_barbaraPadilla_tattoo_english_1098,barbaraP,tattoo,bilingual,English,t,unstressed,44.59,NA,NA,NA,NA
BIL_barbaraPadilla_tattooing_english_1016,barbaraP,tattooing,bilingual,English,t,unstressed,47.52,NA,NA,NA,NA
BIL_barbaraPadilla_tattooing_english_1253,barbaraP,tattooing,bilingual,English,t,unstressed,38.06,NA,NA,NA,NA
BIL_erikaRedford_daba_spanish_1070,erikaRed,daba,bilingual,Spanish,d,stressed,-143.65,NA,NA,NA,NA
BIL_erikaRedford_daba_spanish_1128,erikaRed,daba,bilingual,Spanish,d,stressed,-73.89,NA,NA,NA,NA
BIL_erikaRedford_daba_spanish_1132,erikaRed,daba,bilingual,Spanish,d,stressed,-149.37,NA,NA,NA,NA
BIL_erikaRedford_daga_spanish_1040,erikaRed,daga,bilingual,Spanish,d,stressed,-108.65,NA,NA,NA,NA
BIL_erikaRedford_daga_spanish_1216,erikaRed,daga,bilingual,Spanish,d,stressed,-152.08,NA,NA,NA,NA
BIL_erikaRedford_daga_spanish_1256,erikaRed,daga,bilingual,Spanish,d,stressed,-148.72,NA,NA,NA,NA
BIL_erikaRedford_dagger_english_1030,erikaRed,dagger,bilingual,English,d,stressed,19.78,581.771,832.973,6.223,52.499
BIL_erikaRedford_dagger_english_1116,erikaRed,dagger,bilingual,English,d,stressed,23.68,826.031,1062.597,2.798,9.669
BIL_erikaRedford_dakota_english_1050,erikaRed,dakota,bilingual,English,d,unstressed,23.63,1242.787,2281.376,2.491,4.964
BIL_erikaRedford_dakota_english_1152,erikaRed,dakota,bilingual,English,d,unstressed,19.76,5130.401,3491.584,-0.386,-1.379
BIL_erikaRedford_dakota_english_1198,erikaRed,dakota,bilingual,English,d,unstressed,22.65,3396.065,3102.649,0.365,-1.295
BIL_erikaRedford_daltonian_english_1218,erikaRed,daltonian,bilingual,English,d,unstressed,-70.14,NA,NA,NA,NA
BIL_erikaRedford_daltonico_spanish_1090,erikaRed,daltonico,bilingual,Spanish,d,unstressed,-170.85,NA,NA,NA,NA
BIL_erikaRedford_daltonico_spanish_1196,erikaRed,daltonico,bilingual,Spanish,d,unstressed,-124.82,NA,NA,NA,NA
BIL_erikaRedford_daltonico_spanish_1278,erikaRed,daltonico,bilingual,Spanish,d,unstressed,-92.73,NA,NA,NA,NA
BIL_erikaRedford_dama_spanish_1136,erikaRed,dama,bilingual,Spanish,d,stressed,-112.05,NA,NA,NA,NA
BIL_erikaRedford_dama_spanish_1140,erikaRed,dama,bilingual,Spanish,d,stressed,-149.81,NA,NA,NA,NA
BIL_erikaRedford_dama_spanish_1202,erikaRed,dama,bilingual,Spanish,d,stressed,-109.19,NA,NA,NA,NA
BIL_erikaRedford_damage_english_1150,erikaRed,damage,bilingual,English,d,stressed,15.96,995.724,1787.528,3.299,10.983
BIL_erikaRedford_damage_english_1170,erikaRed,damage,bilingual,English,d,stressed,16.56,746.414,1061.788,3.315,15.504
BIL_erikaRedford_damage_english_1250,erikaRed,damage,bilingual,English,d,stressed,17.00,635.314,1154.177,4.657,26.411
BIL_erikaRedford_damnation_english_1096,erikaRed,damnation,bilingual,English,d,unstressed,-90.17,NA,NA,NA,NA
BIL_erikaRedford_damnation_english_1104,erikaRed,damnation,bilingual,English,d,unstressed,10.54,559.093,955.789,5.331,42.485
BIL_erikaRedford_damnation_english_1186,erikaRed,damnation,bilingual,English,d,unstressed,13.17,835.535,1915.135,3.374,10.794
BIL_erikaRedford_damper_english_1180,erikaRed,damper,bilingual,English,d,stressed,102.69,2668.620,1323.432,1.693,7.684
BIL_erikaRedford_danar_spanish_1066,erikaRed,danar,bilingual,Spanish,d,unstressed,-89.67,NA,NA,NA,NA
BIL_erikaRedford_danar_spanish_1182,erikaRed,danar,bilingual,Spanish,d,unstressed,-143.57,NA,NA,NA,NA
BIL_erikaRedford_danar_spanish_1204,erikaRed,danar,bilingual,Spanish,d,unstressed,-124.40,NA,NA,NA,NA
BIL_erikaRedford_dancette_english_1076,erikaRed,dancette,bilingual,English,d,unstressed,-27.56,NA,NA,NA,NA
BIL_erikaRedford_dancette_english_1114,erikaRed,dancette,bilingual,English,d,unstressed,-117.51,NA,NA,NA,NA
BIL_erikaRedford_dancette_english_1262,erikaRed,dancette,bilingual,English,d,unstressed,-113.06,NA,NA,NA,NA
BIL_erikaRedford_dancing_english_1118,erikaRed,dancing,bilingual,English,d,stressed,-129.44,NA,NA,NA,NA
BIL_erikaRedford_dancing_english_1134,erikaRed,dancing,bilingual,English,d,stressed,25.21,1991.726,2345.692,1.452,1.545
BIL_erikaRedford_dancing_english_1176,erikaRed,dancing,bilingual,English,d,stressed,-112.02,NA,NA,NA,NA
BIL_erikaRedford_danesa_spanish_1018,erikaRed,danesa,bilingual,Spanish,d,unstressed,-77.71,NA,NA,NA,NA
BIL_erikaRedford_danesa_spanish_1034,erikaRed,danesa,bilingual,Spanish,d,unstressed,-118.33,NA,NA,NA,NA
BIL_erikaRedford_danesa_spanish_1212,erikaRed,danesa,bilingual,Spanish,d,unstressed,-110.97,NA,NA,NA,NA
BIL_erikaRedford_danielle_english_1002,erikaRed,danielle,bilingual,English,d,unstressed,16.52,2036.413,2402.782,1.624,1.993
BIL_erikaRedford_danielle_english_1208,erikaRed,danielle,bilingual,English,d,unstressed,24.14,4844.664,2567.254,-0.524,-0.747
BIL_erikaRedford_danielle_english_1270,erikaRed,danielle,bilingual,English,d,unstressed,17.25,3636.731,3061.378,0.359,-1.130
BIL_erikaRedford_danino_spanish_1046,erikaRed,danino,bilingual,Spanish,d,unstressed,-98.41,NA,NA,NA,NA
BIL_erikaRedford_danino_spanish_1130,erikaRed,danino,bilingual,Spanish,d,unstressed,-92.40,NA,NA,NA,NA
BIL_erikaRedford_danino_spanish_1190,erikaRed,danino,bilingual,Spanish,d,unstressed,7.37,NA,NA,NA,NA
BIL_erikaRedford_dano_spanish_1172,erikaRed,dano,bilingual,Spanish,d,stressed,0,NA,NA,NA,NA
BIL_erikaRedford_dano_spanish_1214,erikaRed,dano,bilingual,Spanish,d,stressed,-113.20,NA,NA,NA,NA
BIL_erikaRedford_dano_spanish_1252,erikaRed,dano,bilingual,Spanish,d,stressed,6.64,NA,NA,NA,NA
BIL_erikaRedford_danza_spanish_1022,erikaRed,danza,bilingual,Spanish,d,stressed,7.69,NA,NA,NA,NA
BIL_erikaRedford_danza_spanish_1122,erikaRed,danza,bilingual,Spanish,d,stressed,-86.79,NA,NA,NA,NA
BIL_erikaRedford_danza_spanish_1242,erikaRed,danza,bilingual,Spanish,d,stressed,-135.34,NA,NA,NA,NA
