token	subject	gender	language	session	word	vowel	f0	logf0	f1	logf1	f2	logf2	f3	logf3	fronting1	fronting2	height	group	heightMel	frontingMel
rec_s2_F_P30_oO106	P30	F	Spanish	s2	pomo	closed	189	2.2775	640	2.8060	1130	3.0532	2975	3.4736	0.2472	0.4204	0.5285	G2	262.0	189.7
rec_s2_F_P30_oO107	P30	F	Spanish	s2	nota	closed	189	2.2768	535	2.7283	1015	3.0066	1591	3.2017	0.2783	0.1951	0.4515	G2	211.2	201.5
rec_s2_F_P30_oO111	P30	F	Spanish	s2	fobia	closed	193	2.2866	648	2.8115	1169	3.0677	2976	3.4736	0.2562	0.4060	0.5248	G2	262.7	198.6
rec_s2_F_P30_oO114	P30	F	Spanish	s2	botas	closed	188	2.2739	496	2.6951	744	2.8714	1531	3.1851	0.1763	0.3136	0.4213	G2	191.8	117.0
rec_s2_F_P30_oO116	P30	F	Spanish	s2	cosa	closed	186	2.2697	690	2.8390	1178	3.0713	2706	3.4324	0.2323	0.3611	0.5693	G2	286.9	182.5
rec_s2_F_P30_oO12	P30	F	Spanish	s2	nota	closed	186	2.2699	754	2.8775	1247	3.0959	2686	3.4291	0.2184	0.3331	0.6076	G2	314.6	176.4
rec_s2_F_P30_oO13	P30	F	Spanish	s2	sopa	closed	188	2.2731	607	2.7831	1214	3.0842	2908	3.4636	0.3011	0.3795	0.5100	G2	247.3	232.0
rec_s2_F_P30_oO130	P30	F	Spanish	s2	pelota	closed	183	2.2628	437	2.6403	690	2.8391	1623	3.2103	0.1988	0.3712	0.3775	G2	163.6	125.5
rec_s2_F_P30_oO133	P30	F	Spanish	s2	pelota	closed	177	2.2482	678	2.8309	1519	3.1815	2878	3.4591	0.3506	0.2776	0.5827	G2	288.3	286.9
rec_s2_F_P30_oO138	P30	F	Spanish	s2	capota	closed	182	2.2610	609	2.7845	1095	3.0396	3198	3.5048	0.2551	0.4652	0.5235	G2	252.7	192.6
rec_s2_F_P30_oO146	P30	F	Spanish	s2	destroza	closed	198	2.2960	643	2.8082	944	2.9748	1959	3.2920	0.1665	0.3173	0.5123	G2	256.8	123.7
rec_s2_F_P30_oO147	P30	F	Spanish	s2	copa	closed	96	1.9833	609	2.7850	1120	3.0492	3090	3.4899	0.2642	0.4408	0.8017	G2	321.5	200.9
rec_s2_F_P30_oO19	P30	F	Spanish	s2	capota	closed	187	2.2727	607	2.7829	1283	3.1083	3144	3.4975	0.3254	0.3891	0.5102	G2	248.0	253.1
rec_s2_F_P30_oO2	P30	F	Spanish	s2	fobia	closed	191	2.2818	628	2.7980	1165	3.0664	2888	3.4606	0.2684	0.3942	0.5162	G2	255.0	206.6
rec_s2_F_P30_oO22	P30	F	Spanish	s2	destroza	closed	194	2.2874	630	2.7991	753	2.8766	1516	3.1807	0.0775	0.3041	0.5118	G2	253.7	54.5
rec_s2_F_P30_oO27	P30	F	Spanish	s2	copa	closed	183	2.2621	598	2.7766	1090	3.0373	3013	3.4789	0.2607	0.4416	0.5145	G2	246.7	196.2
rec_s2_F_P30_oO29	P30	F	Spanish	s2	cosa	closed	188	2.2736	689	2.8383	1222	3.0872	2828	3.4514	0.2489	0.3642	0.5647	G2	285.0	196.8
rec_s2_F_P30_oO32	P30	F	Spanish	s2	toma	closed	193	2.2860	637	2.8041	1419	3.1521	2914	3.4645	0.3479	0.3125	0.5181	G2	257.7	278.4
rec_s2_F_P30_oO39	P30	F	Spanish	s2	toma	closed	202	2.3048	606	2.7823	1254	3.0985	1417	3.1513	0.3162	0.0528	0.4775	G2	236.5	244.8
rec_s2_F_P30_oO4	P30	F	Spanish	s2	sola	closed	194	2.2870	646	2.8101	1361	3.1337	2895	3.4616	0.3236	0.3279	0.5232	G2	261.1	257.8
rec_s2_F_P30_oO42	P30	F	Spanish	s2	pelota	closed	180	2.2560	550	2.7406	694	2.8416	1596	3.2031	0.1009	0.3615	0.4847	G2	225.5	67.7
rec_s2_F_P30_oO47	P30	F	Spanish	s2	cosa	closed	189	2.2765	687	2.8367	1308	3.1166	2953	3.4703	0.2799	0.3537	0.5602	G2	283.3	223.7
rec_s2_F_P30_oO51	P30	F	Spanish	s2	botas	closed	184	2.2642	608	2.7842	1110	3.0454	3116	3.4935	0.2612	0.4482	0.5200	G2	250.8	198.1
rec_s2_F_P30_oO52	P30	F	Spanish	s2	pomo	closed	186	2.2688	630	2.7995	1108	3.0444	2935	3.4676	0.2450	0.4232	0.5306	G2	259.6	187.1
rec_s2_F_P30_oO53	P30	F	Spanish	s2	fobia	closed	190	2.2790	644	2.8087	1127	3.0520	2895	3.4617	0.2433	0.4097	0.5297	G2	263.1	186.8
rec_s2_F_P30_oO55	P30	F	Spanish	s2	nota	closed	185	2.2665	433	2.6364	970	2.9868	1793	3.2537	0.3503	0.2669	0.3700	G2	159.9	239.7
rec_s2_F_P30_oO58	P30	F	Spanish	s2	coma	closed	189	2.2771	647	2.8109	1143	3.0579	2606	3.4160	0.2470	0.3581	0.5338	G2	265.3	190.7
rec_s2_F_P30_oO62	P30	F	Spanish	s2	botas	closed	187	2.2727	657	2.8174	1157	3.0633	3205	3.5058	0.2459	0.4425	0.5447	G2	271.3	190.6
rec_s2_F_P30_oO69	P30	F	Spanish	s2	sola	closed	187	2.2727	722	2.8585	1430	3.1554	2887	3.4605	0.2969	0.3050	0.5859	G2	300.2	243.4
rec_s2_F_P30_oO71	P30	F	Spanish	s2	sola	closed	187	2.2710	704	2.8475	1336	3.1257	2951	3.4699	0.2783	0.3442	0.5765	G2	292.3	224.5
rec_s2_F_P30_oO75	P30	F	Spanish	s2	pomo	closed	190	2.2780	653	2.8147	1128	3.0525	2992	3.4760	0.2378	0.4235	0.5366	G2	267.3	183.0
rec_s2_F_P30_oO79	P30	F	Spanish	s2	toma	closed	201	2.3034	665	2.8226	868	2.9387	1511	3.1792	0.1161	0.2405	0.5192	G2	264.6	85.0
rec_s2_F_P30_oO8	P30	F	Spanish	s2	sopa	closed	181	2.2583	623	2.7942	1256	3.0990	2987	3.4752	0.3048	0.3762	0.5359	G2	260.1	237.4
rec_s2_F_P30_oO80	P30	F	Spanish	s2	sopa	closed	187	2.2710	632	2.8006	1295	3.1122	3001	3.4773	0.3116	0.3651	0.5296	G2	259.8	244.9
rec_s2_F_P30_oO85	P30	F	Spanish	s2	copa	closed	182	2.2603	630	2.7996	1094	3.0392	2929	3.4667	0.2395	0.4275	0.5393	G2	262.6	182.4
rec_s2_F_P30_oO87	P30	F	Spanish	s2	coma	closed	189	2.2754	663	2.8218	1134	3.0545	2863	3.4568	0.2327	0.4023	0.5463	G2	272.6	180.4
rec_s2_F_P30_oO88	P30	F	Spanish	s2	capota	closed	181	2.2577	565	2.7523	1089	3.0372	3149	3.4982	0.2850	0.4610	0.4945	G2	232.2	211.9
rec_s2_F_P30_oO92	P30	F	Spanish	s2	coma	closed	197	2.2942	658	2.8182	1172	3.0691	2908	3.4636	0.2509	0.3945	0.5240	G2	264.4	195.0
rec_s2_F_P31_oO10	P31	F	Spanish	s2	nota	closed	147	2.1662	751	2.8757	1252	3.0976	2774	3.4432	0.2219	0.3456	0.7095	G1	343.3	179.2
rec_s2_F_P31_oO101	P31	F	Spanish	s2	nota	closed	76	1.8781	654	2.8154	1199	3.0787	2961	3.4715	0.2633	0.3927	0.9373	G1	359.7	205.4
rec_s2_F_P31_oO104	P31	F	Spanish	s2	sopa	closed	151	2.1795	576	2.7602	1143	3.0581	2827	3.4513	0.2979	0.3932	0.5807	G1	260.7	224.3
rec_s2_F_P31_oO116	P31	F	Spanish	s2	sola	closed	149	2.1721	579	2.7626	1310	3.1173	2781	3.4442	0.3547	0.3269	0.5905	G1	263.7	274.6
rec_s2_F_P31_oO119	P31	F	Spanish	s2	pelota	closed	142	2.1525	586	2.7680	1399	3.1458	2841	3.4535	0.3778	0.3077	0.6156	G1	272.6	296.9
rec_s2_F_P31_oO127	P31	F	Spanish	s2	toma	closed	161	2.2062	708	2.8500	1239	3.0930	2802	3.4475	0.2430	0.3545	0.6437	G1	313.8	193.7
rec_s2_F_P31_oO13	P31	F	Spanish	s2	coma	closed	159	2.2020	435	2.6381	988	2.9947	2791	3.4458	0.3567	0.4511	0.4361	G1	180.8	245.1
rec_s2_F_P31_oO131	P31	F	Spanish	s2	capota	closed	160	2.2053	473	2.6748	1128	3.0525	2701	3.4315	0.3776	0.3790	0.4696	G1	200.9	272.2
rec_s2_F_P31_oO133	P31	F	Spanish	s2	pomo	closed	153	2.1837	533	2.7265	940	2.9730	2772	3.4428	0.2465	0.4697	0.5428	G1	237.7	175.5
rec_s2_F_P31_oO136	P31	F	Spanish	s2	fobia	closed	159	2.2001	494	2.6938	1021	3.0092	2724	3.4352	0.3154	0.4260	0.4937	G1	212.8	224.8
rec_s2_F_P31_oO137	P31	F	Spanish	s2	sola	closed	154	2.1888	561	2.7491	1333	3.1249	2733	3.4366	0.3758	0.3118	0.5603	G1	250.9	290.2
rec_s2_F_P31_oO139	P31	F	Spanish	s2	coma	closed	77	1.8879	822	2.9149	1254	3.0982	2966	3.4721	0.1833	0.3740	1.0270	G1	430.7	150.6
rec_s2_F_P31_oO149	P31	F	Spanish	s2	cosa	closed	147	2.1665	543	2.7348	1197	3.0779	2809	3.4485	0.3431	0.3706	0.5683	G1	247.4	257.9
rec_s2_F_P31_oO17	P31	F	Spanish	s2	sola	closed	152	2.1808	583	2.7660	1312	3.1179	2840	3.4533	0.3519	0.3354	0.5853	G1	263.3	273.2
rec_s2_F_P31_oO18	P31	F	Spanish	s2	sopa	closed	157	2.1957	499	2.6982	1112	3.0461	2774	3.4431	0.3479	0.3969	0.5025	G1	217.0	253.1
rec_s2_F_P31_oO24	P31	F	Spanish	s2	copa	closed	163	2.2123	523	2.7182	1030	3.0130	2709	3.4329	0.2947	0.4199	0.5059	G1	224.8	212.8
rec_s2_F_P31_oO25	P31	F	Spanish	s2	copa	closed	162	2.2104	542	2.7340	1106	3.0438	2737	3.4373	0.3097	0.3936	0.5236	G1	235.2	229.0
rec_s2_F_P31_oO28	P31	F	Spanish	s2	botas	closed	162	2.2087	498	2.6971	1095	3.0396	2712	3.4334	0.3425	0.3938	0.4885	G1	212.6	248.0
rec_s2_F_P31_oO34	P31	F	Spanish	s2	sopa	closed	165	2.2173	500	2.6987	1116	3.0478	2864	3.4570	0.3492	0.4092	0.4814	G1	211.3	253.9
rec_s2_F_P31_oO4	P31	F	Spanish	s2	capota	closed	158	2.1983	433	2.6367	1085	3.0353	2865	3.4571	0.3986	0.4218	0.4384	G1	180.5	279.8
rec_s2_F_P31_oO43	P31	F	Spanish	s2	pomo	closed	155	2.1912	312	2.4937	1003	3.0012	2795	3.4463	0.5075	0.4451	0.3025	G1	110.6	323.8
rec_s2_F_P31_oO5	P31	F	Spanish	s2	pelota	closed	156	2.1931	561	2.7488	1391	3.1435	2776	3.4434	0.3946	0.3000	0.5558	G1	249.4	306.9
rec_s2_F_P31_oO52	P31	F	Spanish	s2	pelota	closed	151	2.1794	577	2.7615	1434	3.1565	2739	3.4376	0.3949	0.2812	0.5821	G1	261.1	311.1
rec_s2_F_P31_oO53	P31	F	Spanish	s2	toma	closed	157	2.1958	571	2.7565	1173	3.0692	2926	3.4662	0.3127	0.3970	0.5608	G1	253.5	236.4
rec_s2_F_P31_oO54	P31	F	Spanish	s2	destroza	closed	162	2.2082	506	2.7039	1390	3.1431	2826	3.4512	0.4392	0.3081	0.4958	G1	216.8	334.5
rec_s2_F_P31_oO58	P31	F	Spanish	s2	copa	closed	161	2.2059	490	2.6898	969	2.9861	2893	3.4614	0.2963	0.4753	0.4838	G1	209.2	208.4
rec_s2_F_P31_oO61	P31	F	Spanish	s2	botas	closed	142	2.1534	511	2.7083	1106	3.0439	2777	3.4436	0.3357	0.3997	0.5548	G1	235.1	244.9
rec_s2_F_P31_oO63	P31	F	Spanish	s2	fobia	closed	78	1.8931	542	2.7339	1129	3.0528	2727	3.4356	0.3189	0.3828	0.8408	G1	304.3	236.6
rec_s2_F_P31_oO68	P31	F	Spanish	s2	destroza	closed	166	2.2205	514	2.7112	1335	3.1256	2786	3.4450	0.4144	0.3194	0.4907	G1	217.9	314.5
rec_s2_F_P31_oO71	P31	F	Spanish	s2	pomo	closed	158	2.1973	477	2.6785	1033	3.0140	2755	3.4401	0.3354	0.4262	0.4812	G1	204.6	238.0
rec_s2_F_P31_oO79	P31	F	Spanish	s2	destroza	closed	164	2.2161	552	2.7421	1317	3.1196	2667	3.4260	0.3775	0.3064	0.5260	G1	238.7	290.0
rec_s2_F_P31_oO81	P31	F	Spanish	s2	toma	closed	157	2.1948	648	2.8118	1029	3.0125	2902	3.4627	0.2007	0.4503	0.6169	G1	290.1	151.9
rec_s2_F_P31_oO82	P31	F	Spanish	s2	botas	closed	153	2.1858	500	2.6993	1073	3.0308	2852	3.4552	0.3315	0.4244	0.5135	G1	220.7	239.5
rec_s2_F_P31_oO86	P31	F	Spanish	s2	capota	closed	160	2.2048	456	2.6594	1130	3.0532	2834	3.4524	0.3938	0.3992	0.4546	G1	191.7	282.0
rec_s2_F_P31_oO91	P31	F	Spanish	s2	cosa	closed	80	1.9025	536	2.7295	1296	3.1125	2714	3.4337	0.3831	0.3211	0.8270	G1	299.5	291.8
rec_s2_F_P31_oO93	P31	F	Spanish	s2	fobia	closed	153	2.1844	533	2.7269	1017	3.0075	2662	3.4252	0.2806	0.4176	0.5426	G1	237.7	203.2
rec_s2_F_P31_oO97	P31	F	Spanish	s2	coma	closed	159	2.2001	861	2.9352	997	2.9987	2794	3.4463	0.0635	0.4475	0.7351	G1	378.5	50.6
rec_s2_F_P33_oO10	P33	F	Spanish	s2	fobia	closed	89	1.9474	502	2.7009	986	2.9939	3000	3.4771	0.2930	0.4831	0.7535	G3	274.2	208.2
rec_s2_F_P33_oO105	P33	F	Spanish	s2	copa	closed	177	2.2481	518	2.7145	915	2.9612	3100	3.4914	0.2467	0.5302	0.4664	G3	211.5	173.8
rec_s2_F_P33_oO106	P33	F	Spanish	s2	nota	closed	169	2.2289	591	2.7715	1322	3.1211	3208	3.5062	0.3496	0.3851	0.5426	G3	254.0	272.3
rec_s2_F_P33_oO107	P33	F	Spanish	s2	pelota	closed	85	1.9310	535	2.7280	1292	3.1114	2965	3.4721	0.3834	0.3606	0.7970	G3	294.6	291.1
rec_s2_F_P33_oO108	P33	F	Spanish	s2	cosa	closed	172	2.2360	537	2.7298	1217	3.0852	2986	3.4751	0.3554	0.3899	0.4939	G3	225.0	267.2
rec_s2_F_P33_oO109	P33	F	Spanish	s2	toma	closed	182	2.2591	568	2.7542	1306	3.1158	3110	3.4927	0.3616	0.3769	0.4951	G3	232.9	278.8
rec_s2_F_P33_oO112	P33	F	Spanish	s2	botas	closed	173	2.2382	523	2.7183	1035	3.0149	3095	3.4907	0.2967	0.4757	0.4800	G3	217.1	214.6
rec_s2_F_P33_oO118	P33	F	Spanish	s2	destroza	closed	87	1.9394	572	2.7578	1417	3.1514	2969	3.4726	0.3937	0.3212	0.8184	G3	311.4	308.8
rec_s2_F_P33_oO12	P33	F	Spanish	s2	toma	closed	92	1.9620	578	2.7617	1134	3.0546	3043	3.4833	0.2929	0.4287	0.7997	G3	310.0	220.4
rec_s2_F_P33_oO127	P33	F	Spanish	s2	fobia	closed	175	2.2431	550	2.7403	1039	3.0166	2522	3.4017	0.2762	0.3851	0.4973	G3	229.3	202.3
rec_s2_F_P33_oO129	P33	F	Spanish	s2	pelota	closed	174	2.2412	542	2.7338	1344	3.1285	2933	3.4673	0.3947	0.3388	0.4927	G3	226.0	302.9
rec_s2_F_P33_oO130	P33	F	Spanish	s2	copa	closed	159	2.2018	482	2.6832	920	2.9638	2957	3.4708	0.2805	0.5070	0.4814	G3	206.5	194.6
rec_s2_F_P33_oO131	P33	F	Spanish	s2	pomo	closed	177	2.2476	517	2.7137	954	2.9794	3017	3.4796	0.2657	0.5002	0.4660	G3	211.0	188.8
rec_s2_F_P33_oO133	P33	F	Spanish	s2	sola	closed	167	2.2231	517	2.7133	1193	3.0768	2938	3.4681	0.3634	0.3913	0.4902	G3	218.6	269.9
rec_s2_F_P33_oO136	P33	F	Spanish	s2	sola	closed	83	1.9192	533	2.7265	1229	3.0896	2813	3.4492	0.3631	0.3596	0.8073	G3	295.4	273.0
rec_s2_F_P33_oO146	P33	F	Spanish	s2	coma	closed	165	2.2172	510	2.7077	935	2.9710	2979	3.4740	0.2633	0.5030	0.4904	G3	216.6	185.4
rec_s2_F_P33_oO148	P33	F	Spanish	s2	botas	closed	159	2.2007	524	2.7193	952	2.9785	3028	3.4812	0.2592	0.5027	0.5185	G3	228.4	184.5
rec_s2_F_P33_oO2	P33	F	Spanish	s2	destroza	closed	175	2.2442	550	2.7407	1446	3.1601	2947	3.4693	0.4194	0.3093	0.4965	G3	229.3	327.7
rec_s2_F_P33_oO25	P33	F	Spanish	s2	pelota	closed	166	2.2212	540	2.7324	1327	3.1228	2980	3.4743	0.3904	0.3515	0.5112	G3	231.1	298.9
rec_s2_F_P33_oO32	P33	F	Spanish	s2	capota	closed	89	1.9490	512	2.7091	1059	3.0248	3102	3.4916	0.3157	0.4669	0.7600	G3	279.4	228.5
rec_s2_F_P33_oO34	P33	F	Spanish	s2	coma	closed	91	1.9569	492	2.6916	995	2.9976	2704	3.4320	0.3060	0.4344	0.7347	G3	267.2	216.6
rec_s2_F_P33_oO37	P33	F	Spanish	s2	sola	closed	92	1.9621	530	2.7244	1267	3.1029	2895	3.4616	0.3785	0.3586	0.7623	G3	286.1	286.1
rec_s2_F_P33_oO4	P33	F	Spanish	s2	fobia	closed	88	1.9466	522	2.7173	1024	3.0104	2982	3.4745	0.2932	0.4641	0.7707	G3	285.4	211.3
rec_s2_F_P33_oO40	P33	F	Spanish	s2	pomo	closed	177	2.2470	511	2.7083	901	2.9546	2792	3.4460	0.2463	0.4914	0.4613	G3	207.9	172.2
rec_s2_F_P33_oO41	P33	F	Spanish	s2	capota	closed	176	2.2444	496	2.6954	1042	3.0179	2925	3.4661	0.3225	0.4481	0.4510	G3	200.8	231.0
rec_s2_F_P33_oO45	P33	F	Spanish	s2	copa	closed	91	1.9583	531	2.7249	986	2.9938	2963	3.4718	0.2689	0.4780	0.7666	G3	287.4	193.2
rec_s2_F_P33_oO47	P33	F	Spanish	s2	cosa	closed	87	1.9384	504	2.7026	1183	3.0728	2976	3.4736	0.3702	0.4008	0.7642	G3	277.0	273.5
rec_s2_F_P33_oO49	P33	F	Spanish	s2	sopa	closed	85	1.9276	476	2.6774	1216	3.0848	3073	3.4876	0.4074	0.4028	0.7498	G3	263.9	298.7
rec_s2_F_P33_oO50	P33	F	Spanish	s2	cosa	closed	88	1.9432	509	2.7068	1071	3.0297	2870	3.4579	0.3229	0.4282	0.7636	G3	278.7	234.1
rec_s2_F_P33_oO53	P33	F	Spanish	s2	nota	closed	173	2.2372	507	2.7052	1074	3.0310	2647	3.4227	0.3258	0.3918	0.4680	G3	208.9	236.2
rec_s2_F_P33_oO63	P33	F	Spanish	s2	destroza	closed	166	2.2188	537	2.7298	1371	3.1370	3048	3.4841	0.4072	0.3471	0.5110	G3	229.6	313.2
rec_s2_F_P33_oO66	P33	F	Spanish	s2	sopa	closed	89	1.9485	536	2.7292	1146	3.0590	3052	3.4846	0.3299	0.4256	0.7807	G3	291.7	245.2
rec_s2_F_P33_oO72	P33	F	Spanish	s2	sopa	closed	187	2.2720	527	2.7222	1277	3.1062	3010	3.4786	0.3839	0.3724	0.4503	G3	208.6	290.7
rec_s2_F_P33_oO76	P33	F	Spanish	s2	toma	closed	94	1.9732	503	2.7013	1105	3.0433	3048	3.4840	0.3420	0.4407	0.7281	G3	270.4	248.7
rec_s2_F_P33_oO78	P33	F	Spanish	s2	capota	closed	89	1.9483	491	2.6914	979	2.9908	3149	3.4981	0.2994	0.5073	0.7431	G3	268.4	211.4
rec_s2_F_P33_oO80	P33	F	Spanish	s2	pomo	closed	179	2.2528	545	2.7365	975	2.9891	3028	3.4812	0.2525	0.4921	0.4837	G3	223.8	182.2
rec_s2_F_P33_oO85	P33	F	Spanish	s2	botas	closed	86	1.9326	523	2.7182	1043	3.0182	3019	3.4799	0.3001	0.4617	0.7856	G3	287.7	217.3
rec_s2_F_P33_oO88	P33	F	Spanish	s2	coma	closed	166	2.2199	545	2.7360	957	2.9808	2678	3.4279	0.2447	0.4471	0.5161	G3	233.7	175.7
rec_s2_F_P33_oO89	P33	F	Spanish	s2	nota	closed	168	2.2264	483	2.6839	1072	3.0303	2209	3.3443	0.3463	0.3140	0.4576	G3	200.1	248.2
rec_s2_F_P34_oO	P34	F	Spanish	s2	sola	closed	184	2.2654	579	2.7629	1635	3.2136	2896	3.4618	0.4507	0.2482	0.4974	G2	236.8	363.2
rec_s2_F_P34_oO109	P34	F	Spanish	s2	toma	closed	178	2.2500	529	2.7236	1477	3.1693	2813	3.4492	0.4458	0.2798	0.4736	G2	216.4	346.8
rec_s2_F_P34_oO111	P34	F	Spanish	s2	cosa	closed	175	2.2435	522	2.7175	1330	3.1237	3027	3.4810	0.4062	0.3573	0.4740	G2	215.1	309.0
rec_s2_F_P34_oO112	P34	F	Spanish	s2	coma	closed	167	2.2229	530	2.7242	982	2.9923	2861	3.4565	0.2681	0.4641	0.5014	G2	225.3	192.3
rec_s2_F_P34_oO116	P34	F	Spanish	s2	nota	closed	167	2.2226	590	2.7710	1203	3.0801	3269	3.5144	0.3092	0.4343	0.5483	G2	255.0	236.7
rec_s2_F_P34_oO119	P34	F	Spanish	s2	destroza	closed	188	2.2744	591	2.7717	1511	3.1791	3019	3.4798	0.4074	0.3007	0.4972	G2	239.6	325.2
rec_s2_F_P34_oO124	P34	F	Spanish	s2	nota	closed	165	2.2172	575	2.7600	1215	3.0846	1951	3.2903	0.3246	0.2057	0.5427	G2	249.3	247.7
rec_s2_F_P34_oO126	P34	F	Spanish	s2	coma	closed	172	2.2348	523	2.7182	943	2.9744	2451	3.3893	0.2562	0.4150	0.4833	G2	217.9	181.7
rec_s2_F_P34_oO131	P34	F	Spanish	s2	botas	closed	179	2.2527	525	2.7203	1326	3.1227	3138	3.4966	0.4024	0.3739	0.4676	G2	213.6	306.3
rec_s2_F_P34_oO133	P34	F	Spanish	s2	copa	closed	183	2.2615	537	2.7297	1078	3.0325	2808	3.4483	0.3028	0.4159	0.4682	G2	216.7	222.2
rec_s2_F_P34_oO135	P34	F	Spanish	s2	sopa	closed	172	2.2344	528	2.7228	1218	3.0857	2644	3.4223	0.3629	0.3366	0.4884	G2	220.5	272.1
rec_s2_F_P34_oO14	P34	F	Spanish	s2	pelota	closed	173	2.2392	523	2.7182	1536	3.1865	2953	3.4702	0.4683	0.2837	0.4790	G2	217.1	365.6
rec_s2_F_P34_oO146	P34	F	Spanish	s2	pelota	closed	174	2.2404	544	2.7358	1559	3.1929	2941	3.4684	0.4570	0.2756	0.4955	G2	227.0	361.0
rec_s2_F_P34_oO148	P34	F	Spanish	s2	toma	closed	172	2.2346	499	2.6984	1062	3.0263	2535	3.4041	0.3280	0.3777	0.4637	G2	205.5	236.3
rec_s2_F_P34_oO15	P34	F	Spanish	s2	nota	closed	164	2.2162	568	2.7544	1514	3.1801	3102	3.4917	0.4257	0.3116	0.5382	G2	246.6	337.2
rec_s2_F_P34_oO16	P34	F	Spanish	s2	copa	closed	178	2.2507	522	2.7180	1056	3.0238	2754	3.4399	0.3058	0.4161	0.4673	G2	212.8	222.3
rec_s2_F_P34_oO19	P34	F	Spanish	s2	sopa	closed	183	2.2632	523	2.7183	1331	3.1241	2877	3.4589	0.4059	0.3348	0.4551	G2	209.6	308.7
rec_s2_F_P34_oO29	P34	F	Spanish	s2	botas	closed	178	2.2502	529	2.7238	1252	3.0976	3012	3.4789	0.3738	0.3813	0.4736	G2	216.4	282.1
rec_s2_F_P34_oO31	P34	F	Spanish	s2	coma	closed	180	2.2542	503	2.7019	1052	3.0221	2689	3.4296	0.3202	0.4076	0.4477	G2	201.5	230.8
rec_s2_F_P34_oO34	P34	F	Spanish	s2	sola	closed	174	2.2408	537	2.7303	1269	3.1033	2630	3.4200	0.3730	0.3167	0.4895	G2	223.5	283.2
rec_s2_F_P34_oO35	P34	F	Spanish	s2	sopa	closed	180	2.2556	524	2.7189	1240	3.0935	2911	3.4641	0.3746	0.3705	0.4633	G2	212.4	281.0
rec_s2_F_P34_oO37	P34	F	Spanish	s2	toma	closed	178	2.2493	545	2.7361	1232	3.0905	2733	3.4366	0.3544	0.3461	0.4868	G2	224.5	267.8
rec_s2_F_P34_oO43	P34	F	Spanish	s2	fobia	closed	183	2.2622	532	2.7256	1067	3.0282	2959	3.4712	0.3027	0.4429	0.4634	G2	214.2	221.0
rec_s2_F_P34_oO48	P34	F	Spanish	s2	capota	closed	179	2.2522	537	2.7302	1284	3.1085	2785	3.4449	0.3782	0.3364	0.4781	G2	219.7	287.7
rec_s2_F_P34_oO49	P34	F	Spanish	s2	destroza	closed	189	2.2769	560	2.7485	1508	3.1785	2832	3.4521	0.4300	0.2736	0.4716	G2	223.7	339.6
rec_s2_F_P34_oO5	P34	F	Spanish	s2	cosa	closed	174	2.2411	523	2.7188	1367	3.1357	2750	3.4393	0.4169	0.3036	0.4777	G2	216.4	319.2
rec_s2_F_P34_oO52	P34	F	Spanish	s2	botas	closed	180	2.2561	517	2.7132	1122	3.0501	2935	3.4676	0.3369	0.4175	0.4571	G2	208.8	247.0
rec_s2_F_P34_oO6	P34	F	Spanish	s2	pelota	closed	86	1.9353	508	2.7055	1526	3.1834	2958	3.4710	0.4779	0.2875	0.7702	G2	279.9	370.7
rec_s2_F_P34_oO62	P34	F	Spanish	s2	copa	closed	180	2.2545	514	2.7106	1063	3.0266	2634	3.4206	0.3159	0.3940	0.4561	G2	207.2	228.8
rec_s2_F_P34_oO64	P34	F	Spanish	s2	fobia	closed	180	2.2551	526	2.7206	1064	3.0269	2847	3.4545	0.3062	0.4276	0.4656	G2	213.4	223.0
rec_s2_F_P34_oO67	P34	F	Spanish	s2	destroza	closed	190	2.2778	543	2.7350	1636	3.2137	2973	3.4731	0.4787	0.2595	0.4572	G2	214.5	381.2
rec_s2_F_P34_oO79	P34	F	Spanish	s2	capota	closed	89	1.9481	536	2.7292	1196	3.0776	2831	3.4519	0.3484	0.3743	0.7811	G2	291.7	261.2
rec_s2_F_P34_oO81	P34	F	Spanish	s2	fobia	closed	181	2.2578	537	2.7300	1084	3.0349	2813	3.4492	0.3049	0.4143	0.4723	G2	218.2	224.2
rec_s2_F_P34_oO86	P34	F	Spanish	s2	capota	closed	176	2.2466	509	2.7069	1238	3.0928	3121	3.4943	0.3859	0.4015	0.4603	G2	207.6	288.1
rec_s2_F_P34_oO89	P34	F	Spanish	s2	pomo	closed	85	1.9284	478	2.6794	917	2.9621	2373	3.3753	0.2828	0.4132	0.7510	G2	265.0	195.6
rec_s2_F_P34_oO9	P34	F	Spanish	s2	pomo	closed	171	2.2339	506	2.7044	938	2.9722	2470	3.3927	0.2679	0.4204	0.4705	G2	209.9	188.6
rec_s2_F_P34_oO90	P34	F	Spanish	s2	sola	closed	180	2.2542	541	2.7331	1485	3.1716	2635	3.4207	0.4385	0.2491	0.4789	G2	221.0	342.9
rec_s2_F_P34_oO95	P34	F	Spanish	s2	cosa	closed	180	2.2544	522	2.7173	1228	3.0891	2970	3.4727	0.3718	0.3836	0.4629	G2	211.3	278.3
rec_s2_F_P34_oO99	P34	F	Spanish	s2	pomo	closed	171	2.2319	463	2.6654	866	2.9377	2564	3.4090	0.2722	0.4713	0.4335	G2	187.0	184.2
rec_s2_F_P37_oO100	P37	F	Spanish	s2	pomo	closed	165	2.2171	640	2.8061	961	2.9826	2274	3.3567	0.1765	0.3741	0.5889	G2	280.2	131.4
